14041 / 3250 / 3453 sentences in train / dev / test.
Loaded 400000 pretrained embeddings.
word_to_id: 17493
Training Start at 2020/03/20 00:00:36
Test: new_F: 0.8679953525784253 best_F: 0.8679953525784253 
Train: new_F: 0.9838995159192204 best_F: 0.9838995159192204 
Dev: new_F: 0.9129916567342073 best_F: 0.9147882513661202 
Test: new_F: 0.863984156989828 best_F: 0.8679953525784253 
Train: new_F: 0.9843470101509852 best_F: 0.9843470101509852 
Dev: new_F: 0.9126726931604979 best_F: 0.9147882513661202 
Test: new_F: 0.8602616147947677 best_F: 0.8679953525784253 
Train: new_F: 0.9858818511409682 best_F: 0.9858818511409682 
Dev: new_F: 0.9091374456104429 best_F: 0.9147882513661202 
Test: new_F: 0.8605218019319311 best_F: 0.8679953525784253 
Train: new_F: 0.9862446951440575 best_F: 0.9862446951440575 
Dev: new_F: 0.9129391602399316 best_F: 0.9147882513661202 
Test: new_F: 0.8621786136095212 best_F: 0.8679953525784253 
Train: new_F: 0.9878064378597315 best_F: 0.9878064378597315 
Dev: new_F: 0.916758967368152 best_F: 0.916758967368152 
Test: new_F: 0.865195857721747 best_F: 0.8679953525784253 
Saving Model to ./models/_20200320_000019_CNN_2_0_1 at 2020/03/20 01:07:49
Train: new_F: 0.9883356434587909 best_F: 0.9883356434587909 
Dev: new_F: 0.9190800681431006 best_F: 0.9190800681431006 
Test: new_F: 0.8697141826706338 best_F: 0.8697141826706338 
Saving Model to ./models/_20200320_000019_CNN_2_0_1 at 2020/03/20 01:10:29
Train: new_F: 0.9887645240379491 best_F: 0.9887645240379491 
Dev: new_F: 0.9179826795720835 best_F: 0.9190800681431006 
Test: new_F: 0.8712461787448301 best_F: 0.8712461787448301 
Train: new_F: 0.9885753261147582 best_F: 0.9887645240379491 
Dev: new_F: 0.9198707043211977 best_F: 0.9198707043211977 
Test: new_F: 0.8693386053199137 best_F: 0.8712461787448301 
Saving Model to ./models/_20200320_000019_CNN_2_0_1 at 2020/03/20 01:15:51
Train: new_F: 0.988893862846667 best_F: 0.988893862846667 
Dev: new_F: 0.9178686577295095 best_F: 0.9198707043211977 
Test: new_F: 0.8687936906255601 best_F: 0.8712461787448301 
Train: new_F: 0.9885248698916475 best_F: 0.988893862846667 
Dev: new_F: 0.9087788552304127 best_F: 0.9198707043211977 
Test: new_F: 0.8585517304355765 best_F: 0.8712461787448301 
Train: new_F: 0.9895526843204979 best_F: 0.9895526843204979 
Dev: new_F: 0.9174732552215996 best_F: 0.9198707043211977 
Test: new_F: 0.8748766705534129 best_F: 0.8748766705534129 
Train: new_F: 0.9912791317512101 best_F: 0.9912791317512101 
Dev: new_F: 0.9176831868975519 best_F: 0.9198707043211977 
Test: new_F: 0.872549905157619 best_F: 0.8748766705534129 
Train: new_F: 0.990615935847125 best_F: 0.9912791317512101 
Dev: new_F: 0.9181895815542271 best_F: 0.9198707043211977 
Test: new_F: 0.8684472612041648 best_F: 0.8748766705534129 
Train: new_F: 0.9921964948189843 best_F: 0.9921964948189843 
Dev: new_F: 0.9253503184713375 best_F: 0.9253503184713375 
Test: new_F: 0.8777767784872741 best_F: 0.8777767784872741 
Saving Model to ./models/_20200320_000019_CNN_2_0_1 at 2020/03/20 01:31:52
Train: new_F: 0.991002899539485 best_F: 0.9921964948189843 
Dev: new_F: 0.9147353117249637 best_F: 0.9253503184713375 
Test: new_F: 0.864477503628447 best_F: 0.8777767784872741 
Train: new_F: 0.9922374818732406 best_F: 0.9922374818732406 
Dev: new_F: 0.9184805804524114 best_F: 0.9253503184713375 
Test: new_F: 0.8709240357691266 best_F: 0.8777767784872741 
Train: new_F: 0.9927947132807504 best_F: 0.9927947132807504 
Dev: new_F: 0.9211372482653579 best_F: 0.9253503184713375 
Test: new_F: 0.87210238968943 best_F: 0.8777767784872741 
Train: new_F: 0.9930502259742475 best_F: 0.9930502259742475 
Dev: new_F: 0.9160279339124511 best_F: 0.9253503184713375 
Test: new_F: 0.870915327676476 best_F: 0.8777767784872741 
Train: new_F: 0.9942415969970996 best_F: 0.9942415969970996 
Dev: new_F: 0.921571963252807 best_F: 0.9253503184713375 
Test: new_F: 0.8738633294318898 best_F: 0.8777767784872741 
Train: new_F: 0.9939032189298658 best_F: 0.9942415969970996 
Dev: new_F: 0.9218869528261794 best_F: 0.9253503184713375 
Test: new_F: 0.8737201365187713 best_F: 0.8777767784872741 
Train: new_F: 0.9945849145098707 best_F: 0.9945849145098707 
Dev: new_F: 0.9224379079426972 best_F: 0.9253503184713375 
Test: new_F: 0.8764668995789663 best_F: 0.8777767784872741 
Train: new_F: 0.9939859245041587 best_F: 0.9945849145098707 
Dev: new_F: 0.9229193341869398 best_F: 0.9253503184713375 
Test: new_F: 0.8724771472531451 best_F: 0.8777767784872741 
Train: new_F: 0.9944136460554371 best_F: 0.9945849145098707 
Dev: new_F: 0.9222429273250888 best_F: 0.9253503184713375 
Test: new_F: 0.8701101065258258 best_F: 0.8777767784872741 
Train: new_F: 0.9946068086376328 best_F: 0.9946068086376328 
Dev: new_F: 0.9208351086493396 best_F: 0.9253503184713375 
Test: new_F: 0.869165615426203 best_F: 0.8777767784872741 
Training End at 2020/03/20 01:58:37
Training Time 7081s 
