14041 / 3250 / 3453 sentences in train / dev / test.
Loaded 400000 pretrained embeddings.
word_to_id: 17493
Training Start at 2020/03/19 15:17:11
Test: new_F: 0.8592822573280978 best_F: 0.8674112772473429 
Train: new_F: 0.9874973330488586 best_F: 0.9874973330488586 
Dev: new_F: 0.9154533844189018 best_F: 0.9154533844189018 
Test: new_F: 0.8684092338093955 best_F: 0.8684092338093955 
Saving Model to ./models/_20200319_151650_CNN_3_0_1 at 2020/03/19 17:10:52
Train: new_F: 0.9876458915654939 best_F: 0.9876458915654939 
Dev: new_F: 0.9079473013174673 best_F: 0.9154533844189018 
Test: new_F: 0.8612208258527827 best_F: 0.8684092338093955 
Train: new_F: 0.9890968058548658 best_F: 0.9890968058548658 
Dev: new_F: 0.9132256134051465 best_F: 0.9154533844189018 
Test: new_F: 0.8649235501673754 best_F: 0.8684092338093955 
Train: new_F: 0.9895199675567224 best_F: 0.9895199675567224 
Dev: new_F: 0.909998279125796 best_F: 0.9154533844189018 
Test: new_F: 0.8572726446806578 best_F: 0.8684092338093955 
Train: new_F: 0.9897769715078434 best_F: 0.9897769715078434 
Dev: new_F: 0.9089657546033386 best_F: 0.9154533844189018 
Test: new_F: 0.8590128170166349 best_F: 0.8684092338093955 
Train: new_F: 0.9911451554398617 best_F: 0.9911451554398617 
Dev: new_F: 0.909696142027996 best_F: 0.9154533844189018 
Test: new_F: 0.8644312240850911 best_F: 0.8684092338093955 
Train: new_F: 0.9916819519686048 best_F: 0.9916819519686048 
Dev: new_F: 0.9128518141742963 best_F: 0.9154533844189018 
Test: new_F: 0.8679752621672492 best_F: 0.8684092338093955 
Train: new_F: 0.9914829124597092 best_F: 0.9916819519686048 
Dev: new_F: 0.9093420825418754 best_F: 0.9154533844189018 
Test: new_F: 0.8579566335905916 best_F: 0.8684092338093955 
Train: new_F: 0.9925322181445763 best_F: 0.9925322181445763 
Dev: new_F: 0.911327524346489 best_F: 0.9154533844189018 
Test: new_F: 0.8681764865108725 best_F: 0.8684092338093955 
Train: new_F: 0.993215565796211 best_F: 0.993215565796211 
Dev: new_F: 0.917735590901317 best_F: 0.917735590901317 
Test: new_F: 0.8703904555314534 best_F: 0.8703904555314534 
Saving Model to ./models/_20200319_151650_CNN_3_0_1 at 2020/03/19 17:59:00
Train: new_F: 0.9942615781726646 best_F: 0.9942615781726646 
Dev: new_F: 0.916723317471108 best_F: 0.917735590901317 
Test: new_F: 0.8709880427942102 best_F: 0.8709880427942102 
Train: new_F: 0.9945385501557368 best_F: 0.9945385501557368 
Dev: new_F: 0.914720725344282 best_F: 0.917735590901317 
Test: new_F: 0.8707778683328806 best_F: 0.8709880427942102 
Train: new_F: 0.9948389848581788 best_F: 0.9948389848581788 
Dev: new_F: 0.9116838487972508 best_F: 0.917735590901317 
Test: new_F: 0.8632766305830983 best_F: 0.8709880427942102 
Train: new_F: 0.9950518278377342 best_F: 0.9950518278377342 
Dev: new_F: 0.9142467853189132 best_F: 0.917735590901317 
Test: new_F: 0.8700575125808772 best_F: 0.8709880427942102 
Train: new_F: 0.9949022033572937 best_F: 0.9950518278377342 
Dev: new_F: 0.9155888359428181 best_F: 0.917735590901317 
Test: new_F: 0.8741579089194288 best_F: 0.8741579089194288 
Train: new_F: 0.9951152919093023 best_F: 0.9951152919093023 
Dev: new_F: 0.913426202888642 best_F: 0.917735590901317 
Test: new_F: 0.8676244691424958 best_F: 0.8741579089194288 
Train: new_F: 0.9963741841914431 best_F: 0.9963741841914431 
Dev: new_F: 0.9171365111908423 best_F: 0.917735590901317 
Test: new_F: 0.8705224217269693 best_F: 0.8741579089194288 
Train: new_F: 0.9961824735012477 best_F: 0.9963741841914431 
Dev: new_F: 0.9161432693939908 best_F: 0.917735590901317 
Test: new_F: 0.8732873645562818 best_F: 0.8741579089194288 
Train: new_F: 0.9967792163470768 best_F: 0.9967792163470768 
Dev: new_F: 0.9185689948892675 best_F: 0.9185689948892675 
Test: new_F: 0.8729987407807159 best_F: 0.8741579089194288 
Saving Model to ./models/_20200319_151650_CNN_3_0_1 at 2020/03/19 18:46:46
Train: new_F: 0.9970141614059034 best_F: 0.9970141614059034 
Dev: new_F: 0.917643034294022 best_F: 0.9185689948892675 
Test: new_F: 0.8710813985003162 best_F: 0.8741579089194288 
Train: new_F: 0.9968218757332082 best_F: 0.9970141614059034 
Dev: new_F: 0.9141535298149418 best_F: 0.9185689948892675 
Test: new_F: 0.8662801232107264 best_F: 0.8741579089194288 
Train: new_F: 0.9973342432449723 best_F: 0.9973342432449723 
Dev: new_F: 0.9172765957446809 best_F: 0.9185689948892675 
Test: new_F: 0.8683689983815861 best_F: 0.8741579089194288 
Train: new_F: 0.9975478175576261 best_F: 0.9975478175576261 
Dev: new_F: 0.9183673469387755 best_F: 0.9185689948892675 
Test: new_F: 0.8743935309973045 best_F: 0.8743935309973045 
Train: new_F: 0.9972698575206893 best_F: 0.9975478175576261 
Dev: new_F: 0.9179627414117245 best_F: 0.9185689948892675 
Test: new_F: 0.8727272727272727 best_F: 0.8743935309973045 
Training End at 2020/03/19 19:09:23
Training Time 13931s 
