14041 / 3250 / 3453 sentences in train / dev / test.
Loaded 400000 pretrained embeddings.
word_to_id: 17493
Training Start at 2020/03/19 15:17:11
Dev: new_F: 0.8863346104725416 best_F: 0.8863346104725416 
Test: new_F: 0.8210943124550035 best_F: 0.8210943124550035 
Saving Model to ./models/_20200319_151650_CNN_1_0_1 at 2020/03/19 17:58:12
Train: new_F: 0.9879117364886473 best_F: 0.9879117364886473 
Dev: new_F: 0.8785205293518832 best_F: 0.8863346104725416 
Test: new_F: 0.8043751120674196 best_F: 0.8210943124550035 
Train: new_F: 0.9868356482963153 best_F: 0.9879117364886473 
Dev: new_F: 0.8832365995220212 best_F: 0.8863346104725416 
Test: new_F: 0.8136544730170229 best_F: 0.8210943124550035 
Train: new_F: 0.9878298744555469 best_F: 0.9879117364886473 
Dev: new_F: 0.8874183568236508 best_F: 0.8874183568236508 
Test: new_F: 0.8243786549707602 best_F: 0.8243786549707602 
Saving Model to ./models/_20200319_151650_CNN_1_0_1 at 2020/03/19 18:13:13
Train: new_F: 0.9880449169548695 best_F: 0.9880449169548695 
Dev: new_F: 0.8819384774016155 best_F: 0.8874183568236508 
Test: new_F: 0.8137943618283004 best_F: 0.8243786549707602 
Train: new_F: 0.9877843392244228 best_F: 0.9880449169548695 
Dev: new_F: 0.8819991529013129 best_F: 0.8874183568236508 
Test: new_F: 0.814669403051664 best_F: 0.8243786549707602 
Train: new_F: 0.9874880102312694 best_F: 0.9880449169548695 
Dev: new_F: 0.8861252115059222 best_F: 0.8874183568236508 
Test: new_F: 0.8203299152920197 best_F: 0.8243786549707602 
Train: new_F: 0.9884125392117111 best_F: 0.9884125392117111 
Dev: new_F: 0.8838759292489106 best_F: 0.8874183568236508 
Test: new_F: 0.8132802605391714 best_F: 0.8243786549707602 
Train: new_F: 0.988568503668316 best_F: 0.988568503668316 
Dev: new_F: 0.8810737342847434 best_F: 0.8874183568236508 
Test: new_F: 0.8092547753564703 best_F: 0.8243786549707602 
Train: new_F: 0.9893390191897654 best_F: 0.9893390191897654 
Dev: new_F: 0.879292757565454 best_F: 0.8874183568236508 
Test: new_F: 0.8090794904001435 best_F: 0.8243786549707602 
Train: new_F: 0.9889739597773465 best_F: 0.9893390191897654 
Dev: new_F: 0.8831014591109603 best_F: 0.8874183568236508 
Test: new_F: 0.8205357942836664 best_F: 0.8243786549707602 
Train: new_F: 0.989272537268869 best_F: 0.9893390191897654 
Dev: new_F: 0.8831632653061224 best_F: 0.8874183568236508 
Test: new_F: 0.8155392068903643 best_F: 0.8243786549707602 
Train: new_F: 0.9898111437950291 best_F: 0.9898111437950291 
Dev: new_F: 0.8868196055193431 best_F: 0.8874183568236508 
Test: new_F: 0.8259550160656909 best_F: 0.8259550160656909 
Training End at 2020/03/19 18:57:57
Training Time 13245s 
