14041 / 3250 / 3453 sentences in train / dev / test.
Loaded 400000 pretrained embeddings.
word_to_id: 17493
Training Start at 2020/03/19 20:01:59
Dev: new_F: 0.8353909465020576 best_F: 0.8353909465020576 
Test: new_F: 0.7685066324347454 best_F: 0.7685066324347454 
Saving Model to ./models/_20200319_200142_CNN_1_0_0 at 2020/03/19 20:22:53
Train: new_F: 0.9318473887121579 best_F: 0.9340086587364971 
Dev: new_F: 0.8247456786039202 best_F: 0.8353909465020576 
Test: new_F: 0.7532512272844716 best_F: 0.7685066324347454 
Train: new_F: 0.9310359336867794 best_F: 0.9340086587364971 
Dev: new_F: 0.8216528925619835 best_F: 0.8353909465020576 
Test: new_F: 0.7556744627599896 best_F: 0.7685066324347454 
Train: new_F: 0.9330663012543481 best_F: 0.9340086587364971 
Dev: new_F: 0.8238513849726323 best_F: 0.8353909465020576 
Test: new_F: 0.7585907670947588 best_F: 0.7685066324347454 
Train: new_F: 0.9356107616904016 best_F: 0.9356107616904016 
Dev: new_F: 0.8250411861614498 best_F: 0.8353909465020576 
Test: new_F: 0.7493792276736021 best_F: 0.7685066324347454 
Train: new_F: 0.9373224768036358 best_F: 0.9373224768036358 
Dev: new_F: 0.8273019536724096 best_F: 0.8353909465020576 
Test: new_F: 0.7537593984962406 best_F: 0.7685066324347454 
Train: new_F: 0.9390100176782556 best_F: 0.9390100176782556 
Dev: new_F: 0.8331005012737284 best_F: 0.8353909465020576 
Test: new_F: 0.7611253196930946 best_F: 0.7685066324347454 
Train: new_F: 0.9361675286993819 best_F: 0.9390100176782556 
Dev: new_F: 0.8221564760026299 best_F: 0.8353909465020576 
Test: new_F: 0.746568919955673 best_F: 0.7685066324347454 
Train: new_F: 0.9380270435093475 best_F: 0.9390100176782556 
Dev: new_F: 0.8231219592644512 best_F: 0.8353909465020576 
Test: new_F: 0.7431946584488958 best_F: 0.7685066324347454 
Train: new_F: 0.938021052631579 best_F: 0.9390100176782556 
Dev: new_F: 0.8191199537686783 best_F: 0.8353909465020576 
Test: new_F: 0.7448821606743505 best_F: 0.7685066324347454 
Train: new_F: 0.9419123841617523 best_F: 0.9419123841617523 
Dev: new_F: 0.8346456692913387 best_F: 0.8353909465020576 
Test: new_F: 0.7612534626038782 best_F: 0.7685066324347454 
Train: new_F: 0.9419901735444826 best_F: 0.9419901735444826 
Dev: new_F: 0.8300982902453127 best_F: 0.8353909465020576 
Test: new_F: 0.7629769680302511 best_F: 0.7685066324347454 
Train: new_F: 0.9414292032602516 best_F: 0.9419901735444826 
Dev: new_F: 0.835899983440967 best_F: 0.835899983440967 
Test: new_F: 0.7696027633851469 best_F: 0.7696027633851469 
Saving Model to ./models/_20200319_200142_CNN_1_0_0 at 2020/03/19 20:35:25
Train: new_F: 0.9434224959918994 best_F: 0.9434224959918994 
Dev: new_F: 0.8335964110658801 best_F: 0.835899983440967 
Test: new_F: 0.7550297901735602 best_F: 0.7696027633851469 
Train: new_F: 0.9428848015488867 best_F: 0.9434224959918994 
Dev: new_F: 0.8334840884795659 best_F: 0.835899983440967 
Test: new_F: 0.7592402464065707 best_F: 0.7696027633851469 
Train: new_F: 0.9434136901005511 best_F: 0.9434224959918994 
Dev: new_F: 0.8285643605178526 best_F: 0.835899983440967 
Test: new_F: 0.7527232181147612 best_F: 0.7696027633851469 
Train: new_F: 0.9436385455923532 best_F: 0.9436385455923532 
Dev: new_F: 0.8301356268607344 best_F: 0.835899983440967 
Test: new_F: 0.7551266586248493 best_F: 0.7696027633851469 
Train: new_F: 0.9449821808903228 best_F: 0.9449821808903228 
Dev: new_F: 0.8273577875300158 best_F: 0.835899983440967 
Test: new_F: 0.7538726333907056 best_F: 0.7696027633851469 
Train: new_F: 0.9472109244937096 best_F: 0.9472109244937096 
Dev: new_F: 0.8308171972431899 best_F: 0.835899983440967 
Test: new_F: 0.7597336065573771 best_F: 0.7696027633851469 
Train: new_F: 0.9444456139612236 best_F: 0.9472109244937096 
Dev: new_F: 0.8311773914476395 best_F: 0.835899983440967 
Test: new_F: 0.754244554964843 best_F: 0.7696027633851469 
Train: new_F: 0.9458138457000801 best_F: 0.9472109244937096 
Dev: new_F: 0.8364024991779021 best_F: 0.8364024991779021 
Test: new_F: 0.7653069987118936 best_F: 0.7696027633851469 
Saving Model to ./models/_20200319_200142_CNN_1_0_0 at 2020/03/19 20:43:52
Train: new_F: 0.9463058962363552 best_F: 0.9472109244937096 
Dev: new_F: 0.8274555042847727 best_F: 0.8364024991779021 
Test: new_F: 0.7554525158852826 best_F: 0.7696027633851469 
Train: new_F: 0.948445344471164 best_F: 0.948445344471164 
Dev: new_F: 0.8300107535776327 best_F: 0.8364024991779021 
Test: new_F: 0.7601520649732157 best_F: 0.7696027633851469 
Train: new_F: 0.9499199055728859 best_F: 0.9499199055728859 
Dev: new_F: 0.8361637542046106 best_F: 0.8364024991779021 
Test: new_F: 0.7611418832552194 best_F: 0.7696027633851469 
Train: new_F: 0.9497006492958934 best_F: 0.9499199055728859 
Dev: new_F: 0.8394268774703557 best_F: 0.8394268774703557 
Test: new_F: 0.7698242606086584 best_F: 0.7698242606086584 
Saving Model to ./models/_20200319_200142_CNN_1_0_0 at 2020/03/19 20:47:42
Train: new_F: 0.9477550503451333 best_F: 0.9499199055728859 
Dev: new_F: 0.8406180285879534 best_F: 0.8406180285879534 
Test: new_F: 0.7751443592174437 best_F: 0.7751443592174437 
Saving Model to ./models/_20200319_200142_CNN_1_0_0 at 2020/03/19 20:48:46
Training End at 2020/03/19 20:48:46
Training Time 2806s 
